,us_states,industry,2019_jobs,2020_jobs,2021_jobs
5030,South Dakota,    Broadcasting (except Internet) ,1105.0,1045.0,1026.0
5031,South Dakota,    Internet publishing and broadcasting 3/,,,
5032,South Dakota,    Telecommunications ,2945.0,2965.0,2963.0
5033,South Dakota,"    Data processing, hosting, and related services ",320.0,347.0,396.0
5034,South Dakota,    Other information services 3/,130.0,132.0,144.0
5035,South Dakota,   Finance and insurance ,39556.0,41493.0,41863.0
5036,South Dakota,    Monetary Authorities-central bank ,0.0,0.0,0.0
5037,South Dakota,    Credit intermediation and related activities ,16323.0,15942.0,15678.0
5038,South Dakota,"    Securities, commodity contracts, and other financial investments and related activities ",9166.0,11026.0,11969.0
5039,South Dakota,    Insurance carriers and related activities ,11979.0,11935.0,11381.0
5040,South Dakota,"    Funds, trusts, and other financial vehicles ",2088.0,2590.0,2835.0
5041,South Dakota,   Real estate and rental and leasing ,25807.0,28775.0,29574.0
5042,South Dakota,    Real estate ,23733.0,26758.0,27627.0
5043,South Dakota,    Rental and leasing services ,1970.0,1942.0,1877.0
5044,South Dakota,    Lessors of nonfinancial intangible assets (except copyrighted works) ,104.0,75.0,70.0
5045,South Dakota,"   Professional, scientific, and technical services ",23834.0,24275.0,25389.0
5046,South Dakota,   Management of companies and enterprises ,6036.0,5951.0,5943.0
5047,South Dakota,   Administrative and support and waste management and remediation services ,19706.0,19128.0,19916.0
5048,South Dakota,    Administrative and support services ,18612.0,18096.0,18899.0
5049,South Dakota,    Waste management and remediation services ,1094.0,1032.0,1017.0
5050,South Dakota,   Educational services ,10493.0,9768.0,10327.0
5051,South Dakota,   Health care and social assistance ,72583.0,73044.0,73902.0
5052,South Dakota,    Ambulatory health care services ,20911.0,20987.0,21770.0
5053,South Dakota,    Hospitals ,26079.0,27215.0,27937.0
5054,South Dakota,    Nursing and residential care facilities ,13441.0,13083.0,12208.0
5055,South Dakota,    Social assistance ,12152.0,11759.0,11987.0
5056,South Dakota,"   Arts, entertainment, and recreation ",12715.0,11741.0,12643.0
5057,South Dakota,"    Performing arts, spectator sports, and related industries ",5945.0,5347.0,5542.0
5058,South Dakota,"    Museums, historical sites, and similar institutions ",670.0,523.0,614.0
5059,South Dakota,"    Amusement, gambling, and recreation industries ",6100.0,5871.0,6487.0
5060,South Dakota,   Accommodation and food services ,44998.0,39522.0,43681.0
5061,South Dakota,    Accommodation ,11054.0,9326.0,10239.0
5062,South Dakota,    Food services and drinking places ,33944.0,30196.0,33442.0
5063,South Dakota,   Other services (except government and government enterprises) ,30702.0,30110.0,30279.0
5064,South Dakota,    Repair and maintenance ,8246.0,8531.0,8570.0
5065,South Dakota,    Personal and laundry services ,9539.0,9383.0,9569.0
5066,South Dakota,"    Religious, grantmaking, civic, professional, and similar organizations ",10699.0,10318.0,10235.0
5067,South Dakota,    Private households ,2218.0,1878.0,1905.0
5068,South Dakota,  Government and government enterprises ,86907.0,85312.0,86695.0
5069,South Dakota,   Federal civilian ,11314.0,11592.0,11479.0
5070,South Dakota,   Military ,8284.0,8294.0,8247.0
5071,South Dakota,   State and local ,67309.0,65426.0,66969.0
5072,South Dakota,    State government ,18439.0,18437.0,18441.0
5073,South Dakota,    Local government ,48870.0,46989.0,48528.0
5074,Tennessee,Total employment (number of jobs) ,4168951.0,4121399.0,4248764.0
5075,Tennessee, Wage and salary employment ,3195765.0,3074175.0,3175654.0
5076,Tennessee, Proprietors employment ,973186.0,1047224.0,1073110.0
5077,Tennessee,  Farm proprietors employment ,64123.0,63905.0,63937.0
5078,Tennessee,  Nonfarm proprietors employment 2/,909063.0,983319.0,1009173.0
5079,Tennessee, Farm employment ,74710.0,74491.0,74724.0
5080,Tennessee, Nonfarm employment ,4094241.0,4046908.0,4174040.0
5081,Tennessee,  Private nonfarm employment ,3638044.0,3596151.0,3725550.0
5082,Tennessee,"   Forestry, fishing, and related activities ",11253.0,11429.0,11160.0
5083,Tennessee,    Forestry and logging ,3007.0,2845.0,2851.0
5084,Tennessee,"    Fishing, hunting and trapping ",898.0,920.0,933.0
5085,Tennessee,    Support activities for agriculture and forestry ,7348.0,7664.0,7376.0
5086,Tennessee,"   Mining, quarrying, and oil and gas extraction ",6942.0,7038.0,6917.0
5087,Tennessee,    Oil and gas extraction ,2204.0,2200.0,2044.0
5088,Tennessee,    Mining (except oil and gas) ,4271.0,4355.0,4369.0
5089,Tennessee,    Support activities for mining ,467.0,483.0,504.0
5090,Tennessee,   Utilities ,4171.0,4310.0,4620.0
5091,Tennessee,   Construction ,230885.0,244548.0,256215.0
5092,Tennessee,    Construction of buildings ,49886.0,52849.0,55824.0
5093,Tennessee,    Heavy and civil engineering construction ,21155.0,21702.0,22291.0
5094,Tennessee,    Specialty trade contractors ,159844.0,169997.0,178100.0
5095,Tennessee,   Manufacturing ,369976.0,350824.0,365296.0
5096,Tennessee,    Durable goods manufacturing ,236431.0,220070.0,230344.0
5097,Tennessee,     Wood product manufacturing ,13723.0,13854.0,14195.0
5098,Tennessee,     Nonmetallic mineral product manufacturing ,15027.0,14185.0,14424.0
5099,Tennessee,     Primary metal manufacturing ,11626.0,10810.0,11399.0
5100,Tennessee,     Fabricated metal product manufacturing ,39482.0,38294.0,41101.0
5101,Tennessee,     Machinery manufacturing ,27268.0,24314.0,25116.0
5102,Tennessee,     Computer and electronic product manufacturing ,5988.0,6428.0,6718.0
5103,Tennessee,"     Electrical equipment, appliance, and component manufacturing ",17925.0,17447.0,18609.0
5104,Tennessee,"     Motor vehicles, bodies and trailers, and parts manufacturing ",68323.0,59066.0,61940.0
5105,Tennessee,     Other transportation equipment manufacturing ,7451.0,7141.0,7685.0
5106,Tennessee,     Furniture and related product manufacturing ,10809.0,10091.0,10635.0
5107,Tennessee,     Miscellaneous manufacturing ,18809.0,18440.0,18522.0
5108,Tennessee,    Nondurable goods manufacturing ,133545.0,130754.0,134952.0
5109,Tennessee,     Food manufacturing ,37462.0,37570.0,39230.0
5110,Tennessee,     Beverage and tobacco product manufacturing ,7703.0,7669.0,8697.0
5111,Tennessee,     Textile mills ,3609.0,3539.0,3692.0
5112,Tennessee,     Textile product mills ,2895.0,2619.0,2647.0
5113,Tennessee,     Apparel manufacturing ,5011.0,5178.0,4941.0
5114,Tennessee,     Leather and allied product manufacturing ,534.0,413.0,462.0
5115,Tennessee,     Paper manufacturing ,12837.0,12505.0,12377.0
5116,Tennessee,     Printing and related support activities ,10239.0,9822.0,9778.0
5117,Tennessee,     Petroleum and coal products manufacturing ,1198.0,1184.0,1244.0
5118,Tennessee,     Chemical manufacturing ,26937.0,26792.0,27407.0
5119,Tennessee,     Plastics and rubber products manufacturing ,25120.0,23463.0,24477.0
5120,Tennessee,   Wholesale trade ,132391.0,129981.0,132787.0
5121,Tennessee,   Retail trade ,413043.0,411311.0,423358.0
5122,Tennessee,    Motor vehicle and parts dealers ,53099.0,52265.0,53549.0
5123,Tennessee,    Furniture and home furnishings stores ,11902.0,11233.0,11853.0
5124,Tennessee,    Electronics and appliance stores ,11141.0,10334.0,10750.0
5125,Tennessee,    Building material and garden equipment and supplies dealers ,31749.0,33424.0,34250.0
5126,Tennessee,    Food and beverage stores ,58822.0,61141.0,60338.0
5127,Tennessee,    Health and personal care stores ,28155.0,27740.0,29927.0
5128,Tennessee,    Gasoline stations ,25421.0,25442.0,25657.0
5129,Tennessee,    Clothing and clothing accessories stores ,28816.0,25230.0,26989.0
5130,Tennessee,"    Sporting goods, hobby, musical instrument, and book stores ",15989.0,14857.0,15936.0
5131,Tennessee,    General merchandise stores ,72932.0,72336.0,73703.0
5132,Tennessee,    Miscellaneous store retailers ,37352.0,37195.0,38897.0
5133,Tennessee,    Nonstore retailers ,37665.0,40114.0,41509.0
5134,Tennessee,   Transportation and warehousing ,238602.0,252406.0,268134.0
5135,Tennessee,    Air transportation ,3593.0,3473.0,3403.0
5136,Tennessee,    Rail transportation ,3859.0,3393.0,3241.0
5137,Tennessee,    Water transportation ,2622.0,2176.0,2023.0
5138,Tennessee,    Truck transportation ,78270.0,77442.0,76024.0
5139,Tennessee,    Transit and ground passenger transportation ,32224.0,27007.0,26838.0
5140,Tennessee,    Pipeline transportation ,362.0,301.0,280.0
5141,Tennessee,    Scenic and sightseeing transportation ,1013.0,710.0,648.0
5142,Tennessee,    Support activities for transportation ,17239.0,17130.0,18271.0
5143,Tennessee,    Couriers and messengers ,55717.0,70209.0,81662.0
5144,Tennessee,    Warehousing and storage ,43703.0,50565.0,55744.0
5145,Tennessee,   Information ,57382.0,56310.0,59762.0
5146,Tennessee,    Publishing industries (except Internet) ,13222.0,13878.0,15768.0
5147,Tennessee,    Motion picture and sound recording industries ,13870.0,11732.0,12961.0
5148,Tennessee,    Broadcasting (except Internet) ,6899.0,6574.0,6588.0
5149,Tennessee,    Internet publishing and broadcasting 3/,,,
5150,Tennessee,    Telecommunications ,14560.0,14768.0,14283.0
5151,Tennessee,"    Data processing, hosting, and related services ",7489.0,8061.0,8414.0
5152,Tennessee,    Other information services 3/,1342.0,1297.0,1748.0
5153,Tennessee,   Finance and insurance ,188842.0,204665.0,209850.0
5154,Tennessee,    Monetary Authorities-central bank ,,113.0,138.0
5155,Tennessee,    Credit intermediation and related activities ,57021.0,57454.0,58268.0
5156,Tennessee,"    Securities, commodity contracts, and other financial investments and related activities ",50882.0,61836.0,66989.0
5157,Tennessee,    Insurance carriers and related activities ,73904.0,76211.0,74491.0
5158,Tennessee,"    Funds, trusts, and other financial vehicles ",,9051.0,9964.0
5159,Tennessee,   Real estate and rental and leasing ,162039.0,178170.0,183858.0
5160,Tennessee,    Real estate ,143427.0,160979.0,166741.0
5161,Tennessee,    Rental and leasing services ,18214.0,16777.0,16628.0
5162,Tennessee,    Lessors of nonfinancial intangible assets (except copyrighted works) ,398.0,414.0,489.0
5163,Tennessee,"   Professional, scientific, and technical services ",235977.0,240341.0,251351.0
5164,Tennessee,   Management of companies and enterprises ,56553.0,56103.0,58482.0
5165,Tennessee,   Administrative and support and waste management and remediation services ,316445.0,304351.0,315846.0
5166,Tennessee,    Administrative and support services ,305804.0,293610.0,305599.0
5167,Tennessee,    Waste management and remediation services ,10641.0,10741.0,10247.0
5168,Tennessee,   Educational services ,90295.0,83472.0,86587.0
5169,Tennessee,   Health care and social assistance ,435861.0,432512.0,436136.0
5170,Tennessee,    Ambulatory health care services ,189526.0,188334.0,194975.0
5171,Tennessee,    Hospitals ,111966.0,111396.0,112114.0
5172,Tennessee,    Nursing and residential care facilities ,66991.0,64060.0,60806.0
5173,Tennessee,    Social assistance ,67378.0,68722.0,68241.0
5174,Tennessee,"   Arts, entertainment, and recreation ",97347.0,89064.0,94239.0
5175,Tennessee,"    Performing arts, spectator sports, and related industries ",61637.0,57625.0,59847.0
5176,Tennessee,"    Museums, historical sites, and similar institutions ",4938.0,3744.0,3930.0
5177,Tennessee,"    Amusement, gambling, and recreation industries ",30772.0,27695.0,30462.0
5178,Tennessee,   Accommodation and food services ,335024.0,292496.0,312784.0
5179,Tennessee,    Accommodation ,46566.0,35845.0,38313.0
5180,Tennessee,    Food services and drinking places ,288458.0,256651.0,274471.0
5181,Tennessee,   Other services (except government and government enterprises) ,255016.0,246820.0,248168.0
5182,Tennessee,    Repair and maintenance ,53229.0,54132.0,56357.0
5183,Tennessee,    Personal and laundry services ,97839.0,95868.0,97485.0
5184,Tennessee,"    Religious, grantmaking, civic, professional, and similar organizations ",82596.0,78687.0,75954.0
5185,Tennessee,    Private households ,21352.0,18133.0,18372.0
5186,Tennessee,  Government and government enterprises ,456197.0,450757.0,448490.0
5187,Tennessee,   Federal civilian ,50585.0,52372.0,52235.0
5188,Tennessee,   Military ,21200.0,21119.0,20947.0
5189,Tennessee,   State and local ,384412.0,377266.0,375308.0
5190,Tennessee,    State government ,96249.0,94303.0,93006.0
5191,Tennessee,    Local government ,288163.0,282963.0,282302.0
5192,Texas,Total employment (number of jobs) ,17902900.0,17706662.0,18276115.0
5193,Texas, Wage and salary employment ,13279529.0,12734126.0,13173522.0
5194,Texas, Proprietors employment ,4623371.0,4972536.0,5102593.0
5195,Texas,  Farm proprietors employment ,223791.0,223654.0,223782.0
5196,Texas,  Nonfarm proprietors employment 2/,4399580.0,4748882.0,4878811.0
5197,Texas, Farm employment ,266346.0,277839.0,270931.0
5198,Texas, Nonfarm employment ,17636554.0,17428823.0,18005184.0
5199,Texas,  Private nonfarm employment ,15539503.0,15343374.0,15916970.0
5200,Texas,"   Forestry, fishing, and related activities ",64986.0,65500.0,63733.0
5201,Texas,    Forestry and logging ,4637.0,4607.0,4651.0
5202,Texas,"    Fishing, hunting and trapping ",9868.0,9787.0,9878.0
5203,Texas,    Support activities for agriculture and forestry ,50481.0,51106.0,49204.0
5204,Texas,"   Mining, quarrying, and oil and gas extraction ",396006.0,338234.0,316530.0
5205,Texas,    Oil and gas extraction ,204217.0,192110.0,175783.0
5206,Texas,    Mining (except oil and gas) ,18442.0,18065.0,18358.0
5207,Texas,    Support activities for mining ,173347.0,128059.0,122389.0
5208,Texas,   Utilities ,58680.0,57708.0,59858.0
5209,Texas,   Construction ,1246118.0,1266854.0,1289423.0
5210,Texas,    Construction of buildings ,265672.0,271945.0,282309.0
5211,Texas,    Heavy and civil engineering construction ,203691.0,193875.0,184248.0
5212,Texas,    Specialty trade contractors ,776755.0,801034.0,822866.0
5213,Texas,   Manufacturing ,985399.0,951426.0,957204.0
5214,Texas,    Durable goods manufacturing ,626177.0,597063.0,595835.0
5215,Texas,     Wood product manufacturing ,27731.0,27586.0,28446.0
5216,Texas,     Nonmetallic mineral product manufacturing ,41824.0,41360.0,41208.0
5217,Texas,     Primary metal manufacturing ,22366.0,20703.0,21039.0
5218,Texas,     Fabricated metal product manufacturing ,140969.0,129236.0,126553.0
5219,Texas,     Machinery manufacturing ,105243.0,94942.0,91337.0
5220,Texas,     Computer and electronic product manufacturing ,95900.0,96316.0,96194.0
5221,Texas,"     Electrical equipment, appliance, and component manufacturing ",22448.0,21648.0,21165.0
5222,Texas,"     Motor vehicles, bodies and trailers, and parts manufacturing ",41878.0,39147.0,43201.0
5223,Texas,     Other transportation equipment manufacturing ,58054.0,57325.0,56184.0
5224,Texas,     Furniture and related product manufacturing ,27576.0,27167.0,27893.0
5225,Texas,     Miscellaneous manufacturing ,42188.0,41633.0,42615.0
5226,Texas,    Nondurable goods manufacturing ,359222.0,354363.0,361369.0
5227,Texas,     Food manufacturing ,110136.0,109647.0,113605.0
5228,Texas,     Beverage and tobacco product manufacturing ,19130.0,19480.0,20528.0
5229,Texas,     Textile mills ,2239.0,2314.0,2501.0
5230,Texas,     Textile product mills ,6479.0,6364.0,6648.0
5231,Texas,     Apparel manufacturing ,9789.0,10461.0,11684.0
5232,Texas,     Leather and allied product manufacturing ,6185.0,5372.0,5872.0
5233,Texas,     Paper manufacturing ,18666.0,17806.0,18225.0
5234,Texas,     Printing and related support activities ,30604.0,29786.0,30032.0
5235,Texas,     Petroleum and coal products manufacturing ,25153.0,22886.0,21654.0
5236,Texas,     Chemical manufacturing ,88924.0,88501.0,88193.0
5237,Texas,     Plastics and rubber products manufacturing ,41917.0,41746.0,42427.0
5238,Texas,   Wholesale trade ,664972.0,649181.0,652452.0
5239,Texas,   Retail trade ,1644875.0,1634613.0,1709148.0
5240,Texas,    Motor vehicle and parts dealers ,216179.0,210556.0,215359.0
5241,Texas,    Furniture and home furnishings stores ,46404.0,42374.0,44996.0
5242,Texas,    Electronics and appliance stores ,46066.0,42689.0,45953.0
5243,Texas,    Building material and garden equipment and supplies dealers ,109799.0,118422.0,122942.0
5244,Texas,    Food and beverage stores ,257826.0,271394.0,278368.0
5245,Texas,    Health and personal care stores ,99185.0,95813.0,101938.0
5246,Texas,    Gasoline stations ,91501.0,91936.0,93959.0
5247,Texas,    Clothing and clothing accessories stores ,146274.0,123189.0,125999.0
5248,Texas,"    Sporting goods, hobby, musical instrument, and book stores ",59304.0,56980.0,61706.0
5249,Texas,    General merchandise stores ,278914.0,276077.0,294734.0
5250,Texas,    Miscellaneous store retailers ,135946.0,132491.0,139653.0
5251,Texas,    Nonstore retailers ,157477.0,172692.0,183541.0
5252,Texas,   Transportation and warehousing ,888266.0,937074.0,996392.0
5253,Texas,    Air transportation ,68668.0,66354.0,65918.0
5254,Texas,    Rail transportation ,16940.0,14780.0,14119.0
5255,Texas,    Water transportation ,4692.0,4521.0,4271.0
5256,Texas,    Truck transportation ,272092.0,270468.0,279030.0
5257,Texas,    Transit and ground passenger transportation ,157447.0,133323.0,130194.0
5258,Texas,    Pipeline transportation ,19688.0,19198.0,18934.0
5259,Texas,    Scenic and sightseeing transportation ,1775.0,1602.0,1707.0
5260,Texas,    Support activities for transportation ,101918.0,99057.0,99322.0
5261,Texas,    Couriers and messengers ,135444.0,195279.0,230385.0
5262,Texas,    Warehousing and storage ,109602.0,132492.0,152512.0
5263,Texas,   Information ,259192.0,252865.0,261237.0
5264,Texas,    Publishing industries (except Internet) ,48939.0,50892.0,55869.0
5265,Texas,    Motion picture and sound recording industries ,33605.0,21804.0,23910.0
5266,Texas,    Broadcasting (except Internet) ,19385.0,18029.0,17733.0
5267,Texas,    Internet publishing and broadcasting 3/,,,
5268,Texas,    Telecommunications ,99185.0,100598.0,98406.0
5269,Texas,"    Data processing, hosting, and related services ",43918.0,46605.0,49287.0
5270,Texas,    Other information services 3/,14160.0,14937.0,16032.0
5271,Texas,   Finance and insurance ,1059835.0,1183307.0,1243782.0
5272,Texas,    Monetary Authorities-central bank ,,1579.0,1789.0
5273,Texas,    Credit intermediation and related activities ,285736.0,298626.0,311446.0
5274,Texas,"    Securities, commodity contracts, and other financial investments and related activities ",384224.0,464400.0,504587.0
5275,Texas,    Insurance carriers and related activities ,315922.0,327593.0,326447.0
5276,Texas,"    Funds, trusts, and other financial vehicles ",,91109.0,99513.0
5277,Texas,   Real estate and rental and leasing ,776193.0,840088.0,864050.0
5278,Texas,    Real estate ,682385.0,754606.0,779424.0
5279,Texas,    Rental and leasing services ,90903.0,82600.0,81698.0
5280,Texas,    Lessors of nonfinancial intangible assets (except copyrighted works) ,2905.0,2882.0,2928.0
5281,Texas,"   Professional, scientific, and technical services ",1262605.0,1275314.0,1337529.0
5282,Texas,   Management of companies and enterprises ,212479.0,213418.0,225877.0
5283,Texas,   Administrative and support and waste management and remediation services ,1212056.0,1175012.0,1249373.0
5284,Texas,    Administrative and support services ,1170867.0,1134158.0,1207482.0
5285,Texas,    Waste management and remediation services ,41189.0,40854.0,41891.0
5286,Texas,   Educational services ,310657.0,285610.0,302514.0
5287,Texas,   Health care and social assistance ,1746332.0,1716173.0,1744911.0
5288,Texas,    Ambulatory health care services ,897986.0,891851.0,924645.0
5289,Texas,    Hospitals ,338417.0,334531.0,333266.0
5290,Texas,    Nursing and residential care facilities ,202745.0,194943.0,189371.0
5291,Texas,    Social assistance ,307184.0,294848.0,297629.0
5292,Texas,"   Arts, entertainment, and recreation ",310987.0,272679.0,292674.0
5293,Texas,"    Performing arts, spectator sports, and related industries ",167094.0,154334.0,159325.0
5294,Texas,"    Museums, historical sites, and similar institutions ",12355.0,9883.0,10158.0
5295,Texas,"    Amusement, gambling, and recreation industries ",131538.0,108462.0,123191.0
5296,Texas,   Accommodation and food services ,1381627.0,1211931.0,1322298.0
5297,Texas,    Accommodation ,160538.0,125007.0,132055.0
5298,Texas,    Food services and drinking places ,1221089.0,1086924.0,1190243.0
5299,Texas,   Other services (except government and government enterprises) ,1058238.0,1016387.0,1027985.0
5300,Texas,    Repair and maintenance ,245190.0,244862.0,252577.0
5301,Texas,    Personal and laundry services ,409769.0,402081.0,413001.0
5302,Texas,"    Religious, grantmaking, civic, professional, and similar organizations ",262539.0,249459.0,240523.0
5303,Texas,    Private households ,140740.0,119985.0,121884.0
5304,Texas,  Government and government enterprises ,2097051.0,2085449.0,2088214.0
5305,Texas,   Federal civilian ,204776.0,215169.0,212816.0
5306,Texas,   Military ,177947.0,175061.0,175469.0
5307,Texas,   State and local ,1714328.0,1695219.0,1699929.0
5308,Texas,    State government ,379529.0,382419.0,380932.0
5309,Texas,    Local government ,1334799.0,1312800.0,1318997.0
5310,Utah,Total employment (number of jobs) ,2103036.0,2135409.0,2229147.0
5311,Utah, Wage and salary employment ,1624385.0,1609961.0,1688168.0
5312,Utah, Proprietors employment ,478651.0,525448.0,540979.0
5313,Utah,  Farm proprietors employment ,15679.0,15668.0,15766.0
5314,Utah,  Nonfarm proprietors employment 2/,462972.0,509780.0,525213.0
5315,Utah, Farm employment ,20654.0,20925.0,20552.0
5316,Utah, Nonfarm employment ,2082382.0,2114484.0,2208595.0
5317,Utah,  Private nonfarm employment ,1815157.0,1848195.0,1937761.0
5318,Utah,"   Forestry, fishing, and related activities ",4158.0,4357.0,4358.0
5319,Utah,    Forestry and logging ,,190.0,188.0
5320,Utah,"    Fishing, hunting and trapping ",,959.0,974.0
5321,Utah,    Support activities for agriculture and forestry ,2972.0,3208.0,3196.0
5322,Utah,"   Mining, quarrying, and oil and gas extraction ",12210.0,11800.0,11812.0
5323,Utah,    Oil and gas extraction ,2597.0,1938.0,1740.0
5324,Utah,    Mining (except oil and gas) ,5860.0,6207.0,6284.0
5325,Utah,    Support activities for mining ,3753.0,3655.0,3788.0
5326,Utah,   Utilities ,4891.0,4991.0,5036.0
5327,Utah,   Construction ,139153.0,148450.0,156909.0
5328,Utah,    Construction of buildings ,29222.0,31195.0,33561.0
5329,Utah,    Heavy and civil engineering construction ,12708.0,13928.0,14223.0
5330,Utah,    Specialty trade contractors ,97223.0,103327.0,109125.0
5331,Utah,   Manufacturing ,146436.0,146553.0,155858.0
5332,Utah,    Durable goods manufacturing ,95668.0,94799.0,100010.0
5333,Utah,     Wood product manufacturing ,,,3546.0
5334,Utah,     Nonmetallic mineral product manufacturing ,5770.0,5377.0,5594.0
5335,Utah,     Primary metal manufacturing ,4117.0,3911.0,3899.0
5336,Utah,     Fabricated metal product manufacturing ,15703.0,15879.0,16371.0
5337,Utah,     Machinery manufacturing ,6998.0,6629.0,6872.0
5338,Utah,     Computer and electronic product manufacturing ,13690.0,13834.0,13973.0
5339,Utah,"     Electrical equipment, appliance, and component manufacturing ",2342.0,2072.0,2014.0
5340,Utah,"     Motor vehicles, bodies and trailers, and parts manufacturing ",,,
5341,Utah,     Other transportation equipment manufacturing ,8629.0,9143.0,
5342,Utah,     Furniture and related product manufacturing ,6510.0,7100.0,8317.0
5343,Utah,     Miscellaneous manufacturing ,22093.0,22067.0,23174.0
5344,Utah,    Nondurable goods manufacturing ,50768.0,51754.0,55848.0
5345,Utah,     Food manufacturing ,18956.0,19467.0,21088.0
5346,Utah,     Beverage and tobacco product manufacturing ,1158.0,1239.0,1434.0
5347,Utah,     Textile mills ,724.0,554.0,440.0
5348,Utah,     Textile product mills ,1054.0,1127.0,1133.0
5349,Utah,     Apparel manufacturing ,1308.0,1459.0,1675.0
5350,Utah,     Leather and allied product manufacturing ,537.0,454.0,492.0
5351,Utah,     Paper manufacturing ,2759.0,2763.0,2873.0
5352,Utah,     Printing and related support activities ,5553.0,5332.0,5710.0
5353,Utah,     Petroleum and coal products manufacturing ,1735.0,1767.0,1763.0
5354,Utah,     Chemical manufacturing ,10091.0,10509.0,11118.0
5355,Utah,     Plastics and rubber products manufacturing ,6893.0,7083.0,8122.0
5356,Utah,   Wholesale trade ,58807.0,59689.0,61996.0
5357,Utah,   Retail trade ,214354.0,214054.0,227274.0
5358,Utah,    Motor vehicle and parts dealers ,26282.0,25881.0,26791.0
5359,Utah,    Furniture and home furnishings stores ,7298.0,6869.0,7310.0
5360,Utah,    Electronics and appliance stores ,5054.0,4671.0,4662.0
5361,Utah,    Building material and garden equipment and supplies dealers ,14166.0,15522.0,16463.0
5362,Utah,    Food and beverage stores ,26546.0,27017.0,27876.0
5363,Utah,    Health and personal care stores ,10627.0,10202.0,10935.0
5364,Utah,    Gasoline stations ,10416.0,10344.0,10668.0
5365,Utah,    Clothing and clothing accessories stores ,14262.0,11985.0,12690.0
5366,Utah,"    Sporting goods, hobby, musical instrument, and book stores ",11937.0,11807.0,13015.0
5367,Utah,    General merchandise stores ,30738.0,31773.0,34908.0
5368,Utah,    Miscellaneous store retailers ,15562.0,15716.0,17050.0
5369,Utah,    Nonstore retailers ,41466.0,42267.0,44906.0
5370,Utah,   Transportation and warehousing ,85366.0,91972.0,97325.0
5371,Utah,    Air transportation ,7786.0,6973.0,7672.0
5372,Utah,    Rail transportation ,1378.0,1218.0,1164.0
5373,Utah,    Water transportation ,,,
5374,Utah,    Truck transportation ,27237.0,26105.0,25143.0
5375,Utah,    Transit and ground passenger transportation ,12865.0,11178.0,10842.0
5376,Utah,    Pipeline transportation ,280.0,274.0,261.0
5377,Utah,    Scenic and sightseeing transportation ,,,
5378,Utah,    Support activities for transportation ,6180.0,6092.0,6560.0
5379,Utah,    Couriers and messengers ,17786.0,27595.0,31793.0
5380,Utah,    Warehousing and storage ,11445.0,12162.0,13483.0
5381,Utah,   Information ,44758.0,44143.0,46605.0
5382,Utah,    Publishing industries (except Internet) ,15899.0,16906.0,18585.0
5383,Utah,    Motion picture and sound recording industries ,6154.0,4970.0,5901.0
5384,Utah,    Broadcasting (except Internet) ,2787.0,2699.0,2576.0
5385,Utah,    Internet publishing and broadcasting 3/,,,
5386,Utah,    Telecommunications ,9127.0,8758.0,8222.0
5387,Utah,"    Data processing, hosting, and related services ",6862.0,7089.0,7415.0
5388,Utah,    Other information services 3/,3929.0,3721.0,3906.0
5389,Utah,   Finance and insurance ,131995.0,150810.0,159236.0
5390,Utah,    Monetary Authorities-central bank ,,,
5391,Utah,    Credit intermediation and related activities ,43881.0,46487.0,48487.0
5392,Utah,"    Securities, commodity contracts, and other financial investments and related activities ",47838.0,58988.0,64268.0
5393,Utah,    Insurance carriers and related activities ,29598.0,32107.0,32051.0
5394,Utah,"    Funds, trusts, and other financial vehicles ",,,
5395,Utah,   Real estate and rental and leasing ,113798.0,127842.0,131835.0
5396,Utah,    Real estate ,103821.0,117694.0,121617.0
5397,Utah,    Rental and leasing services ,9592.0,9756.0,9754.0
5398,Utah,    Lessors of nonfinancial intangible assets (except copyrighted works) ,385.0,392.0,464.0
5399,Utah,"   Professional, scientific, and technical services ",165532.0,170995.0,177495.0
5400,Utah,   Management of companies and enterprises ,30687.0,33772.0,33989.0
5401,Utah,   Administrative and support and waste management and remediation services ,117945.0,115536.0,118472.0
5402,Utah,    Administrative and support services ,114303.0,111701.0,114530.0
5403,Utah,    Waste management and remediation services ,3642.0,3835.0,3942.0
5404,Utah,   Educational services ,73385.0,72598.0,75217.0
5405,Utah,   Health care and social assistance ,178372.0,179386.0,185491.0
5406,Utah,    Ambulatory health care services ,75375.0,76815.0,83319.0
5407,Utah,    Hospitals ,39835.0,40190.0,39900.0
5408,Utah,    Nursing and residential care facilities ,29862.0,30392.0,29641.0
5409,Utah,    Social assistance ,33300.0,31989.0,32631.0
5410,Utah,"   Arts, entertainment, and recreation ",48692.0,43456.0,48191.0
5411,Utah,"    Performing arts, spectator sports, and related industries ",25207.0,23214.0,24538.0
5412,Utah,"    Museums, historical sites, and similar institutions ",1553.0,1219.0,1348.0
5413,Utah,"    Amusement, gambling, and recreation industries ",21932.0,19023.0,22305.0
5414,Utah,   Accommodation and food services ,137667.0,123570.0,135066.0
5415,Utah,    Accommodation ,25313.0,20321.0,22141.0
5416,Utah,    Food services and drinking places ,112354.0,103249.0,112925.0
5417,Utah,   Other services (except government and government enterprises) ,106951.0,104221.0,105596.0
5418,Utah,    Repair and maintenance ,25555.0,25131.0,26132.0
5419,Utah,    Personal and laundry services ,40911.0,40295.0,41709.0
5420,Utah,"    Religious, grantmaking, civic, professional, and similar organizations ",30366.0,30147.0,28913.0
5421,Utah,    Private households ,10119.0,8648.0,8842.0
